zips
13425
47345
26851
95959
45152
37323
52073
40589
82054
82201
53190
54437
54642
53565
54423
53949
54616
53510
98672
98822
98826
98856
99322
99026
05495
05091
05459
05487
23093
79351
37721
57263
17584
16350
17870
17771
16930
17229
97818
97038
97378
97004
97370
97116
97374
44253
45345
43310
43410
44276
44654
13322
14527
14456
13320
14052
12914
14757
13736
14883
89429
87531
03576
68647
68046
68036
68862
68031
58544
59717
63540
65046
56378
56477
56011
55920
55350
55987
55946
49032
49040
48767
48850
49621
04747
04287
04730
04217
04684
01375
40014
46540
47802
61568
60914
61840
83633
83864
83876
51445
52247
50655
50441
52349
51025
50630
51058
06525
80720
81419
80729
95691
95407
94803
93307
95982
95918
92860
95333
93013
93618
93012
95688
95457
95023
95076
95451
93648
72927
24910
25425
54201
98368
98901
98376
98377
98247
98236
98607
98953
98339
98273
98335
98072
05770
05760
24471
76842
16820
18629
97101
97457
97624
97371
97424
44270
45359
44618
45347
45370
13326
13734
03106
68959
58725
27713
59011
59479
56229
56293
56267
49648
04987
21053
21550
20772
21651
01339
01773
67643
61567
62557
83451
83423
83617
52101
32060
32568
94946
92065
95322
93210
95640
95240
95064
95070
53551
54632
54665
54022
53050
54174
53594
53061
54639
53188
53538
54638
54634
53805
54165
54452
53508
54002
54747
54162
54756
53807
53521
54773
53048
54631
54856
53105
53503
53704
54628
53522
53520
54648
54667
99301
98951
99025
98828
98831
98947
98814
98855
98283
98816
98232
98642
98284
98223
98944
98502
98848
98019
98570
99109
98221
98022
05346
05761
05667
05821
05873
05354
05045
05089
05753
05401
05068
22842
24224
22959
22821
22937
23947
77833
79331
79347
78621
79019
37771
38120
57560
57380
57438
29360
29690
17747
17518
17751
19330
17579
17004
16232
18472
15530
17502
17842
17543
17003
97409
97039
97080
97071
97411
97333
97330
97355
97603
97544
97002
97351
97461
97489
97838
97111
97305
97381
97540
97148
97883
97321
74359
44837
44090
44691
43064
45385
45660
44805
45103
43824
45371
45113
43340
44044
14113
13634
12072
13810
14589
14846
12180
14737
13740
14468
13439
14803
14521
14837
14418
14840
14847
14029
13778
11933
14841
12567
13459
14008
14031
14519
13812
13646
12095
87031
08512
07461
07840
07945
08559
08558
03602
03230
03221
03868
68413
68869
68766
68713
69145
82082
68002
68852
69301
58418
58472
58496
58223
58239
58278
58487
58461
58441
58075
58030
28711
28467
27295
27312
28625
28712
28766
59821
59937
59450
59714
59456
59520
59477
65542
65334
64088
65360
65779
63543
64076
55057
55041
55336
55328
56449
55917
56315
56029
56438
56164
55803
55949
56003
55970
55910
55009
55952
56225
56312
56560
55991
55425
56545
56316
48835
48471
49047
49412
48453
49245
49072
48472
49103
48622
48847
48130
49087
48170
49783
04008
04622
04937
04849
04468
04358
04354
04062
04989
04263
04671
04234
21733
21613
21536
21620
20876
21671
21710
21158
01760
01770
02568
01748
01035
01915
01351
01835
02346
40383
40356
66071
66412
66502
46543
46767
46550
46565
46571
46528
46761
46050
60911
60917
62349
60098
60953
62501
61818
60550
62691
83607
83327
83352
83672
83615
83644
50050
52537
52172
52327
52170
52161
50154
52338
52342
50588
50466
52659
52361
50676
52540
96755
96712
96704
96725
30215
30204
30830
31044
30110
33177
34990
19707
06423
80654
80828
80549
95627
95667
93461
93706
95060
92082
95404
96101
94952
92028
95472
95556
95358
95448
95536
94924
92025
96059
95466
94306
95340
95612
92592
90265
93442
93230
95616
94937
94060
95901
93637
95637
95669
95942
93203
93023
95974
95668
93015
96067
95062
95470
85332
72006
36274
11070
06457
28743
58575
97530
37311
43125
65279
95695
53587
54728
98233
05851
78573
18415
97437
44813
12916
13642
87582
62324
50641
96729
30813
30428
92061
95624
93111
93247
95945
92590
93456
95012
36311
05361
95946
95003
